名称,省,市,县,地址,介绍,985,211,软科排名,学校类型,学校属性,特色专业,2021分数线,2020分数线,2019分数线
解放军空军石家庄飞行学院,河北,石家庄市,裕华区,河北省石家庄市,空军石家庄飞行学院，是一所初级指挥飞行军官任职教育院校。学院组建60多年来，始终坚持正确办学方向和先进教育理念，大力发扬东北老航校精神，艰苦创业，锐意进取，不懈奋斗，为部队培养输送了大批高素质飞行人才，为世界数十个友好国家培训了几十批军事留学人员，接待外宾来访数千人次。毕业学员中涌现出王海、赵宝桐、李永泰、孙生禄、刘玉堤等永载人民空军,否,否,,军事类,公办,[],,,
贵州民用航空职业学院,贵州,安顺市,平坝区,贵州省安顺市平坝区乐平镇（航空小镇）,贵州民用航空职业学院是经贵州省人民政府批准、教育部备案、纳入国家计划内统一招生录取的普通高职院校。学院坐落于贵州省贵安新区（航空小镇），紧邻机场大道和观安大道，旁边规划建设有通用航空机场。学院办学宗旨：坚持社会主义办学方向，全面贯彻党和国家的教育方针，立足贵州、服务贵州、面向全国，全面推进素质教育，培养适应民航业发展及信息化产业发,否,否,,其他,民办,"['空中乘务', '民航安全技术管理', '机场运行服务与管理', '高速铁路客运服务', '民航空中安全保卫', '烹饪工艺与营养', '中西面点工艺', '飞机机电设备维修', '无人机应用技术', '航空物流管理']",,,
中国人民解放军海军士官学校,安徽,蚌埠市,蚌埠市经济开发区,,海军士官学校作为全军最早创办的两所士官学校之一，1986年11月1日在美丽的淮河之滨—安徽省蚌埠市正式成立。学校坚持立德树人、为战育人，确立“坚持作战牵引、强化岗位对接、聚焦技能培养、锻造特质人才”的育人思路，提出理想信念特别坚定、军事素养特别过硬、专业技能特别精湛、战斗作风特别顽强、国际化素养特别突出为核心内涵的人才培养目标，形成了“以校,否,否,,军事类,公办,[],,,
贵州财经大学西密歇根学院,贵州,贵阳市,云岩区,贵州省贵阳市鹿冲关路276号,2017年5月4日中华人民共和国教育部批准贵州财经大学与美国西密歇根大学合作举办贵州财经大学西密歇根学院，这是贵州省唯一一所集约化引入美国高校优质教育资源的本科层次、不具有法人资格的中外合作办学机构。美国西密歇根大学成立于1903年，是一所全国性的研究型大学，卡内基基金会把西密歇根大学划分为美国最高级别的207所研究型大学之一。西密歇根大学哈沃斯商,否,否,,财经类,中外合作办学,"['会计学', '市场营销', '财务管理']",,,
中国人民武装警察部队指挥学院,天津,天津市,河东区,,中国人民武装警察部队指挥学院是一所为武警部队培养中高级指挥人才、高级理论人才、高级参谋人才和优秀师资人才的高等军事院校。是武警部队唯一的中级指挥院校，隶属中国人民武装警察部队总部。学院地址位于依山枕海的港口城市天津，占地1700余亩，建筑面积近13万平方米，具有现代建筑风格的新型军事学院耸立在津南大地上。（2008年搬迁至天津市河东区卫国道187号,否,否,,军事类,公办,[],,,
海军工程大学勤务学院,天津,天津市,滨海新区,,中国人民解放军海军工程大学勤务学院，2012年7月17日在滨海新区塘沽揭牌成立。该学院是在原海军工程大学天津校区的基础上升格组建而成的，是天津地区唯一一所正师建制的海军军事院校。海军工程大学勤务学院的前身是海军后勤技术学校，1953年4月由山东青岛迁至塘沽办学，在近60年的办学历程中，学院的办学规模不断发展。2012年6月，经中央军委批准，学院由副师建制，,否,否,,军事类,公办,[],,,
中国人民解放军海军指挥学院,江苏,南京市,浦口区,江苏省南京市,中国人民解放军海军指挥学院是海军最高学府，主要担负培养海军中高级指挥干部、海军军以上机关参谋及军事学硕士、博士研究生的任务。学院坐落在南京市，占地面积48万多平方米。中国人民解放军海军指挥学院设有训练部、政治部、院务部、科研部和战役指挥系、战术指挥系、政治指挥系、后勤指挥系、研究生管理大队、战役训练班。中国人民解放军海军指挥学院的前身,否,否,,军事类,公办,[],,,
中国人民解放军国防大学,北京,北京市,海淀区,,中国人民解放军国防大学是我国最高军事学府，是军事教育的最高层次，隶属中央军委，为正大军区职单位。学校设研究生院，为副军职单位，培养军事学、哲学、法学、经济学博士、硕士研究生。国防大学主校区座落在北京市海淀区红山口甲三号，三面环山，一水前流，草木丰茂，环境清幽。附近不仅有香山、颐和园，还有清华、北大、中央党校、农业大学、军事科学院等,否,否,,军事类,公办,[],,,
梅河口康美职业技术学院,吉林,,,吉林省梅河口市康美大道2888号,梅河口康美职业技术学院是经吉林省人民政府批准、教育部备案的全日制普通高等学校（国标代码：14702）。学院地处全国文明城、国家卫生城、国家园林城、国家生态文明建设示范市、国家全域旅游示范区和吉林省东南部重要的区域中心城市——吉林省梅河口市，位于康美梅河口医疗健康中心大健康产业园区内，园区总占地面积622亩，总建筑面积57万平方米，集医药商贸、医,否,否,,医药类,民办,"['护理', '中药学', '医学检验技术', '医学影像技术', '康复治疗技术', '助产', '中医养生保健', '药学', '口腔医学技术', '市政工程技术']",,,
长治幼儿师范高等专科学校,山西,长治市,沁县,山西省长治市潞州区捉马西大街356号,,否,否,,师范类,公办,"['早期教育', '学前教育', '美术教育', '体能训练']",,,
红河职业技术学院,云南,红河哈尼族彝族自治州,红河县,云南省红河哈尼族彝族自治州蒙自市,红河职业技术学院是云南省人民政府于2020年2月24日批准设立、教育部备案的国家公办大学，红河州人民政府主办、业务接受云南省教育厅指导的高职学院。一、基本情况学院位于红河州州府所在地蒙自市红河州职教园区，校园占地545亩，校舍建筑面积33万平方米，建有综合大楼、图文中心、活动中心、培训中心、信息中心、教学楼、实训楼、体育馆、游泳馆、训练馆等高标准,否,否,,综合类,公办,"['应急救援技术', '城市轨道交通运营管理', '大数据与会计', '汽车制造与试验技术', '医学美容技术', '应用电子技术', '陶瓷设计与工艺', '跨境电子商务', '婴幼儿托育服务与管理', '建筑工程技术']",,,
榆林能源科技职业学院,陕西,榆林市,榆阳区,陕西省榆林市榆阳区国家现代农业科技示范园,榆林能源科技职业学院是经陕西省人民政府批准、教育部备案，成立的一所全日制普通高等职业院校。学院坐落于国家历史文化名城、陕甘宁蒙晋最具影响力城市——陕西省榆林市，国家级高端能源化工基地、榆林国家现代农业科技示范园区。学院占地近500亩，校舍建筑面积11.6万多平方米，专任教师141人，其中副高及以上职称35人，硕士以上学历（学位）31人。全日制在校生400,否,否,,综合类,民办,"['物联网应用技术', '护理', '煤化工技术', '安全技术与管理', '智能控制技术', '高速铁路客运服务', '化工自动化技术', '机电设备技术', '汽车制造与试验技术']",,,
培黎职业学院,甘肃,张掖市,高台县,甘肃省张掖市山丹县新城区培黎路,培黎职业学院位于千里河西走廊中部蜂腰咽喉地段的丝路古镇甘肃省山丹县，校区坐落在县城新城区培黎路。学院是一所经甘肃省人民政府批准、教育部备案的公办全日制普通高等职业学校。培黎职业学院根植于1942年由伟大的国际主义战士、新西兰著名社会活动家路易·艾黎在陕西凤县双石铺创办的培黎工艺学校，1944年学校迁至甘肃省山丹县，其间，学校内部结构、隶属关系,否,否,,综合类,公办,"['数字媒体技术', '软件技术', '电子商务', '护理', '大数据技术', '物联网应用技术', '汽车检测与维修技术', '现代农业技术', '机电一体化技术', '旅游管理']",,,
石嘴山工贸职业技术学院,宁夏,石嘴山市,大武口区,宁夏回族自治区石嘴山市大武口区星光大道南8号,石嘴山工贸职业技术学院是经宁夏回族自治区人民政府批准设立、教育部备案的具有高等学历教育招生资格的公办全日制普通高等学校，2020年开始面向全国招生，初期全日制在校生规模为2000人，学校将“立足宁夏，面向社会，服务区域经济社会发展”，以全日制专科教育为主，以继续教育、培训鉴定为辅，逐步形成“以工为主，工、贸、管、服全面发展”的专业格局，首批开,否,否,,理工类,公办,"['机电一体化技术', '电子商务', '数控技术（智能制造方向）', '智能焊接技术', '婴幼儿托育服务与管理', '新能源汽车技术', '应用化工技术', '烹饪工艺与营养', '社区康复']",,,
塔城职业技术学院,新疆,塔城地区,塔城市,新疆维吾尔自治区伊犁哈萨克自治州塔城,,否,否,,理工类,公办,"['畜牧兽医', '机电一体化技术', '大数据与会计', '烹饪工艺与营养', '汽车制造与试验技术', '美容美体艺术', '学前教育']",,,
塔里木职业技术学院,新疆,自治区直辖县级行政区划,阿拉尔市,新疆维吾尔自治区生产建设兵团第一师阿拉尔市秋收大道667号,塔里木职业技术学院座落在塔里木河源头、南疆区域中心城市——阿拉尔市。塔里木职业技术学院是师市直属正处级公益二类财政补助事业单位。塔里木职业技术学院2020年4月10日由新疆维吾尔自治区人民政府批准，国家教育部备案成立的综合类全日制公办高等职业技术学院，是一所多学科的综合性高等职业院校，业务上受兵团教育局指导和监督。塔里木职业技术学院校区规划,否,否,,综合类,公办,"['汽车检测与维修技术', '机电一体化技术', '现代纺织技术', '电子商务', '工程造价', '大数据与会计', '数字媒体技术', '婴幼儿托育服务与管理', '学前教育']",,,
贵州财经职业学院,贵州,贵阳市,清镇市,贵州省贵阳市清镇职教城乡愁校区云站路50号,贵州财经职业学院是2020年4月经贵州省人民政府批准成立、国家教育部备案通过的公办全日制普通高职院校，隶属于贵州省财政厅。学院由具有70年办学历史的贵州省财政学校，贵州省财政干部培训中心联合新建，以全日制普通高职教育为主，同时举办中等职业教育，是一所以财经商贸类专业为主的综合性高职院校，办学规模8000人。学院是全国教育系统先进集体、全国财经职业,否,否,,财经类,公办,"['计算机网络技术', '婴幼儿托育服务与管理', '大数据技术', '舞蹈表演', '政府采购管理', '酒店管理与数字化运营', '大数据与财务管理', '大数据与会计', '现代物流管理', '金融服务与管理']",,,
贵州机电职业技术学院,贵州,黔南布依族苗族自治州,都匀市,贵州省都匀市旗山大道8号,贵州机电职业技术学院是经贵州省人民政府批准成立、国家教育部备案通过的全日制公办普通高等职业院校。学院传承“三线”精神，弘扬军工文化，注重培养职业素养能力，以社会需求和服务地方经济为导向进行专业结构调整及改革，重视教学质量的提升，强化学生的实践能力和职业技能，培养“职业能力强、综合素质高、道德品行优”的复合型技术技能人才。学院坐落在,否,否,,综合类,公办,"['机械制造与自动化', '数控技术', '物联网应用技术', '现代移动通信技术', '机电一体化技术', '建筑室内设计', '大数据技术', '数字媒体技术', '人工智能技术应用', '计算机网络技术']",,,
泸州医疗器械职业学院,四川,泸州市,纳溪区,四川省泸州市长湿新城第二医教园区,泸州医疗器械职业学院是经四川省人民政府批准，教育部备案，由泸州市国有企业西南医疗健康产业投资集团有限公司投资举办的全国唯一一所培养医疗器械专门人才的全日制高等职业院校。学院位于泸州市长江生态湿地新城第二医教园区，校园占地530亩，校舍面积22万平方米，总投资约10亿元。校园功能分区合理，交通便利，环境优美，教学与生活设施设齐全。各种实验仪器,否,否,,医药类,民办,"['医疗器械经营与服务', '康复工程技术', '医用电子仪器技术', '智能医疗装备技术', '医疗器械维护与管理']",,,
德阳农业科技职业学院,四川,德阳市,罗江区,四川省德阳市罗江区大学北路95号,德阳农业科技职业学院是经四川省人民政府批准，国家教育部备案，面向全国统一招生的全日制普通高等院校。将学院创办为国内一流高校，为社会培育精英人才，为祖国母亲两个100年丰厚献礼是我们农科院人的神圣使命和永恒追求。学院位于成都东北部——德阳罗江大学城，毗邻AAAAA级温泉度假区雁江学村（规划），与西南财大天府学院、四川工业科技学院为伴、总占地面积,否,否,,综合类,民办,"['社会体育', '中小企业创业与经营', '工程造价', '宠物医疗技术', '现代农业技术（年收费5500元）', '设施农业与装备', '护理', '表演艺术', '软件技术', '融媒体技术与运营']",,,
